"","Country","Region","Market","Product","Date","Open","High","Low","Close","Currency"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2012-08-01","136.81","138.58","135.04","135.33","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2012-09-01","135.94","137.94","133.94","137.55","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2012-10-01","138.44","140.15","136.72","137.64","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2012-11-01","138.58","140.3","136.85","140.16","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2012-12-01","141.03","142.92","139.14","139.68","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2013-01-01","140.49","142.22","138.75","140.19","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2013-02-01","140.79","142.39","139.2","139.45","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2013-03-01","140.1","142.22","138.32","142.22","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2013-04-01","143.09","145.01","141.18","142.53","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2013-05-01","143.45","144.9","132.77","132.77","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2013-06-01","132.79","136.92","128.67","132.25","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2013-07-01","132.46","134.29","130.63","132.63","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2013-08-01","133.76","135.24","132.76","135.24","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2013-09-01","136.52","139.16","133.88","134.01","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2013-10-01","134.98","136.18","133.79","134.81","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2013-11-01","135.61","137.11","134.11","135.59","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2013-12-01","136.65","138.39","134.91","135.61","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2014-01-01","136.57","138.17","134.97","136.97","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2014-02-01","137.96","139.58","136.33","138.88","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2014-03-01","140.02","141.7","138.34","139.4","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2014-04-01","140.39","142","138.78","140.84","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2014-05-01","141.74","143.33","140.15","140.71","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2014-06-01","141.57","143.21","139.92","141.71","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2014-07-01","142.52","144.03","141","141","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2014-08-01","141.78","143.45","140.11","140.49","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2014-09-01","141.16","144.97","139.6","144.97","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2014-10-01","146.15","148.53","141.97","141.97","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2014-11-01","142.85","145.05","137.08","137.08","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2014-12-01","137.13","139.84","134.41","139.84","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2015-01-01","140.69","141.62","139.76","141.55","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2015-02-01","143.05","143.73","139.89","139.89","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2015-03-01","140.72","143.11","138.34","141.29","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2015-04-01","142.11","143.09","139.65","139.65","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2015-05-01","140.6","142.42","137.17","137.17","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2015-06-01","137.79","140.52","135.47","140.52","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2015-07-01","141.69","144.25","140.11","144.25","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2015-08-01","145.95","147.81","144.09","145.22","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2015-09-01","146.41","147.97","144.86","147.96","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2015-10-01","148.95","150.67","147.23","150.25","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2015-11-01","151.37","153.22","148.43","148.43","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2015-12-01","149.09","151.19","146.98","149.55","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2016-01-01","150.14","151.59","148.64","148.64","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2016-02-01","149.43","151.13","147.73","148.18","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2016-03-01","148.83","150.62","147.03","147.63","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2016-04-01","148.37","149.91","146.39","146.39","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2016-05-01","147.11","148.94","145.28","147","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2016-06-01","147.87","152.07","146.44","152.07","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2016-07-01","153.5","156.12","150.88","151.11","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2016-08-01","152.22","153.74","149.71","149.71","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2016-09-01","150.15","151.65","145.12","145.12","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2016-10-01","145.48","148.36","142.6","146.9","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2016-11-01","147.74","148.12","147.37","147.45","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2016-12-01","148.78","149.86","147.7","147.72","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2017-01-01","148.76","150.77","146.74","147.68","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2017-02-01","148.65","150.05","147.35","150.05","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2017-03-01","151.24","152.97","149.51","152.46","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2017-04-01","153.82","155.54","152.1","154.38","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2017-05-01","155.55","157.26","154.08","157.26","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2017-06-01","158.39","160.24","156.53","157.05","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2017-07-01","157.94","159.58","156.3","159.27","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2017-08-01","160.07","161.68","157.58","157.58","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2017-09-01","158.3","160.27","156.33","156.44","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2017-10-01","156.9","158.47","155.33","155.4","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2017-11-01","156.06","157.55","154.57","156.48","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2017-12-01","157.4","159.7","155.9","159.7","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2018-01-01","160.96","162.82","159.09","161.66","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2018-02-01","162.84","164.23","161.45","163.61","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2018-03-01","164.54","165.99","162.78","162.78","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2018-04-01","163.46","165.26","161.66","163.22","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2018-05-01","163.81","165.26","162.49","165.26","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2018-06-01","166.18","167.8","164.56","165.26","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2018-07-01","166.09","167.64","164.54","166.23","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2018-08-01","166.9","168.25","165.56","166.59","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2018-09-01","167.34","168.85","165.83","166.24","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2018-10-01","166.89","168.42","163.67","163.67","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2018-11-01","164.12","166.18","162.06","165.18","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2018-12-01","165.91","167.02","164.55","164.55","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2019-01-01","165.5","166.83","161.54","161.54","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2019-02-01","162.05","164.47","157.23","157.23","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2019-03-01","157.6","159.92","155.28","158.37","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2019-04-01","159.32","160.21","155.45","155.45","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2019-05-01","156.57","158.82","152.74","152.74","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2019-06-01","153.49","155.65","149.93","149.93","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2019-07-01","150.86","152.53","149.36","152.53","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2019-08-01","154.06","155.42","152.7","154.98","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2019-09-01","156.9","158.25","153.81","153.81","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2019-10-01","155.17","157.29","153.05","155.09","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2019-11-01","156.35","157.5","155.19","156.34","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2019-12-01","157.9","160.06","156.54","160.06","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2020-01-01","161.75","163.83","159.67","160.83","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2020-02-01","162.33","163.69","160.95","160.95","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2020-03-01","162.05","163.68","160.42","162.43","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2020-04-01","163.66","165.29","162.02","164.08","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2020-05-01","165.45","167.54","164","167.54","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2020-06-01","168.99","170.93","167.06","167.96","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2020-07-01","169.19","170.68","167.71","168.3","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2020-08-01","169.19","170.67","167.72","169.08","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2020-09-01","170.08","171.67","167.69","167.69","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2020-10-01","168.58","170.42","166.73","167.46","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2020-11-01","168.29","169.69","166.9","169.23","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2020-12-01","170.41","171.82","169.01","170","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2021-01-01","171.23","176.13","169.7","176.13","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2021-02-01","177.63","181.25","174.75","181.25","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2021-03-01","182.97","185","181.2","185","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2021-04-01","186.17","187","185.34","186.25","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2021-05-01","186.93","188.7","185.17","186.25","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2021-06-01","186.65","188.17","184.41","184.41","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2021-07-01","184.67","186.57","182.76","183.75","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2021-08-01","184.08","185.65","181.53","181.53","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2021-09-01","181.95","183.86","180","180","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2021-10-01","180.44","182.17","178.7","178.75","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2021-11-01","179.39","180.9","177.5","177.5","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2021-12-01","178.24","179.99","176.48","178.23","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2022-01-01","179.18","180.55","177.5","177.5","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2022-02-01","178.51","180.18","176.83","178.75","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2022-03-01","179.79","181.27","178.3","178.75","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2022-04-01","179.86","181.35","178.38","181.25","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2022-05-01","182.44","184.12","180.76","183.73","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2022-06-01","185.09","187.5","183.56","187.5","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2022-07-01","188.84","193.36","186.95","193.36","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2022-08-01","194.84","202.87","192.17","202.87","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2022-09-01","204.63","212.5","200.46","212.5","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2022-10-01","214.16","217.51","209.18","209.18","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2022-11-01","209.27","209.71","208.75","208.75","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2022-12-01","208.03","209.98","206.73","209.98","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2023-01-01","210.09","212.34","207.83","211.06","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2023-02-01","211.32","213.27","209.37","212.47","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2023-03-01","212.63","214.78","210.47","213.75","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2023-04-01","213.91","216.21","211.61","212.5","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2023-05-01","212.46","215","210.25","215","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2023-06-01","215.12","217.62","212.62","215","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2023-07-01","215.28","217.28","206.87","206.87","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2023-08-01","206.29","211.62","201.83","211.62","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2023-09-01","211.71","214.1","209.38","214.1","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2023-10-01","215.28","216.19","214.37","214.86","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2023-11-01","215.32","217.95","212.69","213.75","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2023-12-01","213.85","215.9","211.81","213.75","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2024-01-01","213.97","215.99","211.96","213.75","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2024-02-01","214.17","216.46","211.89","212.5","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2024-03-01","212.84","215.08","210","210","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2024-04-01","210.23","212.68","207.77","210","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2024-05-01","210.49","212.35","208.62","210","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2024-06-01","210.79","213.21","208.83","213.21","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2024-07-01","214.24","216.68","211.79","215","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2024-08-01","216.09","220.63","214.27","220.63","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2024-09-01","221.77","224.79","218.76","220","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2024-10-01","220.82","232.5","219.06","232.5","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2024-11-01","233.78","240.05","227.51","232.5","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2024-12-01","233.66","236.52","230.8","235","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2025-01-01","234.88","236.73","233.04","233.87","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2025-02-01","233.88","237.69","230.06","235","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2025-03-01","235.03","237.97","232.08","235","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2025-04-01","235.19","237.69","232.69","237.22","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2025-05-01","237.5","240.36","234.64","239.47","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2025-06-01","239.91","242.13","237.69","238.75","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2025-07-01","238.88","243.75","236.41","243.75","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2025-08-01","244.11","247.54","240.69","247.5","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2025-09-01","248.23","250.68","243.22","243.22","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2025-10-01","242.97","246.01","239.94","245.44","PHP"
"","Philippines","Market Average","Market Average","meat_chicken_whole","2025-11-01","245.16","247.52","242.81","245.68","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2007-01-01","137.31","139.51","136.3","137.9","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2007-02-01","138.5","140.12","136.89","138.53","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2007-03-01","139.13","140.77","137.49","138.38","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2007-04-01","138.7","140.35","137.05","137.94","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2007-05-01","138.06","139.89","136.4","139.89","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2007-06-01","141","142.69","139.31","139.47","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2007-07-01","139.96","141.66","138.26","140.18","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2007-08-01","140.48","142.2","138.75","140.57","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2007-09-01","141.28","143.03","139.53","139.66","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2007-10-01","139.68","141.43","137.93","139.95","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2007-11-01","140.25","142.02","138.47","139.04","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2007-12-01","139.26","141.04","137.49","140.53","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2008-01-01","141.31","143.12","139.5","140.72","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2008-02-01","141.44","145.04","139.61","145.04","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2008-03-01","146.9","152.15","145.03","152.15","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2008-04-01","155.85","157.74","153.95","157.4","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2008-05-01","160.09","162.06","158.12","161.1","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2008-06-01","162.56","164.6","160.53","161.9","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2008-07-01","162.6","164.67","160.54","163.66","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2008-08-01","164.59","166.7","161.57","161.57","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2008-09-01","161.41","163.49","155.55","155.55","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2008-10-01","153.38","155.33","149.17","149.17","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2008-11-01","146.96","157.58","145.13","157.58","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2008-12-01","161.42","163.01","159.83","161.58","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2009-01-01","165.22","172.46","163.62","172.46","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2009-02-01","175.55","177.16","173.93","174.73","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2009-03-01","176.77","178.41","173.14","173.14","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2009-04-01","172.31","177.38","170.7","177.38","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2009-05-01","179.17","180.75","176.08","176.08","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2009-06-01","177","178.55","175.45","177.11","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2009-07-01","177.11","178.85","175.54","178.85","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2009-08-01","180.32","181.93","178.34","178.34","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2009-09-01","178.81","180.42","176.87","176.87","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2009-10-01","176.42","180.12","174.81","180.12","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2009-11-01","181.83","183.45","180.21","182.24","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2009-12-01","184.15","185.8","181.82","181.82","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2010-01-01","181.82","183.48","178.49","178.49","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2010-02-01","177.47","179.08","175.85","178.86","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2010-03-01","179.35","180.98","177.72","179.62","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2010-04-01","180.87","182.53","179.21","179.89","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2010-05-01","180.35","182.04","177.4","177.4","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2010-06-01","176.82","178.48","175.17","177.06","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2010-07-01","177.19","178.91","175.52","178.91","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2010-08-01","180.4","182.11","178.61","178.61","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2010-09-01","179.14","180.86","177.43","178.22","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2010-10-01","178.19","179.92","176.46","178.48","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2010-11-01","179.14","180.9","177.39","177.92","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2010-12-01","178.31","180.08","176.54","176.9","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2011-01-01","176.83","178.61","175.06","175.52","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2011-02-01","175.45","177.23","173.67","176.48","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2011-03-01","177.3","179.11","175.49","177.05","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2011-04-01","177.99","179.82","176.15","179.8","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2011-05-01","181.2","183.08","179.32","179.68","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2011-06-01","180.34","182.24","178.45","181.24","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2011-07-01","181.97","183.9","180.04","181.64","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2011-08-01","182.53","184.49","180.57","181.01","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2011-09-01","181.14","183.11","179.04","179.04","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2011-10-01","178.67","180.63","176.7","178.58","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2011-11-01","178.81","180.79","172.88","172.88","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2011-12-01","171.47","173.32","169.61","170.91","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2012-01-01","170.02","173.04","168.18","173.04","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2012-02-01","174.82","176.68","172.96","174.12","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2012-03-01","175.38","177.27","173.49","174.09","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2012-04-01","174.17","176.08","172.26","172.84","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2012-05-01","172.77","176.43","170.86","176.43","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2012-06-01","178.26","180.2","176.32","177.82","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2012-07-01","179.36","181.33","177.39","180.84","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2012-08-01","182.05","184.07","180.02","183.52","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2012-09-01","185.26","187.33","183.18","184.46","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2012-10-01","185.33","187.43","182.58","182.58","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2012-11-01","182.14","184.24","180.05","181.57","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2012-12-01","181.47","183.57","179.37","183.02","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2013-01-01","184.27","186.41","182.13","182.54","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2013-02-01","183.08","186.4","180.93","186.4","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2013-03-01","188.03","190.22","185.84","186.94","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2013-04-01","188.2","190.41","185.98","188.34","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2013-05-01","188.92","191.18","185.78","185.78","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2013-06-01","185.47","187.7","183.24","185.57","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2013-07-01","185.64","187.89","183.39","186.38","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2013-08-01","187.51","189.8","181.58","181.58","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2013-09-01","180.38","182.55","178.2","180.3","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2013-10-01","179.61","181.78","177.43","179.6","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2013-11-01","180.38","182.57","178.19","181.41","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2013-12-01","182.57","184.81","179.26","179.26","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2014-01-01","179.05","181.26","176.85","179.49","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2014-02-01","179.6","181.83","177.36","178.86","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2014-03-01","179.48","181.73","177.23","178.58","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2014-04-01","178.82","182.45","176.56","182.45","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2014-05-01","184.4","188.86","182.09","188.86","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2014-06-01","192.36","194.73","189.03","189.03","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2014-07-01","189.73","201.55","187.37","201.55","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2014-08-01","205.7","207.99","199.41","199.41","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2014-09-01","200.72","202.9","198.55","201.46","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2014-10-01","200.99","203.2","197.67","197.67","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2014-11-01","197.52","199.69","195.35","195.76","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2014-12-01","195.14","197.31","192.98","195.8","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2015-01-01","196.47","198.66","194.29","195.89","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2015-02-01","196.69","198.9","194.48","195.95","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2015-03-01","196.37","198.61","194.13","194.92","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2015-04-01","195.04","197.29","192.79","194.69","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2015-05-01","195.04","197.31","192.77","195.83","PHP"
"","Philippines","Market Average","Market Average","meat_pork","2015-06-01","196.89","199.2","194.55","194.55","PHP"
